fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,name,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
908,221,16667.3,8,426.7,1.3,5668.9,9146.9,-23,34000,-23,bj&#8217;s wholesale club,retailing,general merchandisers,westborough,ma,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/bjs-wholesale-club/fortune500/
909,224,16540.3,93.6,1499.7,144.7,23621.6,31516,127,2847,127,oneok,energy,pipelines,tulsa,ok,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/oneok/fortune500/
910,217,16922,1.1,821,,26132,15536.4,-35,65600,-35,western digital,technology,"computers, office equipment",san jose,ca,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/western-digital/fortune500/
911,219,16792,12.6,2488.1,13.1,87668.7,50338.6,-15,16688,-15,american electric power,energy,utilities: gas and electric,columbus,oh,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/american-electric-power/fortune500/
912,218,16802,21.5,1439,35.9,21351,30951.9,2,49300,2,ppg industries,chemicals,chemicals,pittsburgh,pa,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/ppg-industries/fortune500/
913,216,16949.8,105.2,71.2,,15208.2,17243.8,148,2430,148,targa resources,energy,pipelines,houston,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/targa-resources/fortune500/
914,213,17160,-15.9,6467,,45707,37739.7,-69,28000,-69,dupont,chemicals,chemicals,wilmington,de,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/dow-chemical/fortune500/
915,215,17069,-5.2,3573,22.4,140912,166264.1,-49,15000,-49,nextera energy,energy,utilities: gas and electric,juno beach,fl,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/nextera-energy/fortune500/
916,214,17108,19.2,1994,24.7,34631,100978.1,-2,46000,-2,stryker,health care,medical products and equipment,kalamazoo,mi,no,yes,no,yes,no,no,yes,no,yes,https://fortune.com/company/stryker/fortune500/
917,211,17421,5.8,2166,-19.6,15040,63742.2,-23,33800,-23,colgate-palmolive,household products,household and personal products,new york,ny,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/colgate-palmolive/fortune500/
918,209,17478,41.9,764,,21402,4029.3,37,72000,37,goodyear tire & rubber,motor vehicles & parts,motor vehicles & parts,akron,oh,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/goodyear-tire-rubber/fortune500/
919,212,17252.7,18.7,1689.2,36.9,28180,22843.3,-3,71300,-3,stanley black & decker,household products,"home equipment, furnishings",new britain,ct,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/stanley-black-decker/fortune500/
920,210,17455,56.7,-496,,38774,69753,71,29300,71,uber technologies,technology,internet services and retailing,san francisco,ca,yes,no,no,no,no,no,yes,no,no,https://fortune.com/company/uber-technologies/fortune500/
921,207,17729,-9.4,-149,,22038,7977.3,-55,134000,-55,dxc technology,technology,information technology services,tysons,va,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/dxc-technology/fortune500/
922,206,17814,-2.1,1846,65,34709,47969.6,-43,47000,-43,l3harris technologies,aerospace & defense,aerospace & defense,melbourne,fl,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/harris/fortune500/
923,205,17881.1,15.4,2410.6,36.8,48001.7,16743.1,-8,14500,-8,dish network,telecommunications,telecommunications,englewood,co,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/dish-network/fortune500/
924,208,17661.2,86,166.3,-22,13925.8,78655.9,115,8521,115,block,business services,financial data services,san francisco,ca,yes,no,no,yes,yes,no,yes,no,no,https://fortune.com/company/square/fortune500/
925,204,17886.3,49.7,-1269.1,,54842.8,13160.2,50,37000,50,viatris,health care,pharmaceuticals,canonsburg,pa,yes,no,no,no,no,no,no,no,no,https://fortune.com/company/viatris/fortune500/
926,202,18035,17.3,35,,11622,1523,-3,71000,-3,tenneco,motor vehicles & parts,motor vehicles & parts,lake forest,il,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/tenneco/fortune500/
927,201,18127,2.8,2339.8,7.3,31841.9,40781.8,-32,35000,-32,general mills,"food, beverages & tobacco",food consumer products,minneapolis,mn,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/general-mills/fortune500/
928,203,17931,17.8,1816,21.4,29097,65802.8,-1,48500,-1,waste management,business services,waste management,houston,tx,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/waste-management/fortune500/
929,200,18217.5,47.8,465.4,362.8,12617.7,6598.5,45,18000,45,wesco international,wholesalers,wholesalers: diversified,pittsburgh,pa,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/wesco-international/fortune500/
930,199,18236,8.6,2303,17.2,24715,58241.7,-18,86700,-18,emerson electric,industrials,industrial machinery,st. louis,mo,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/emerson-electric/fortune500/
931,197,18389.1,64.4,558.3,,12916.6,8895.8,82,4208,82,hf sinclair,energy,petroleum refining,dallas,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/hollyfrontier/fortune500/
932,198,18344,26.9,7769,38.9,24676,169329.6,12,31000,12,texas instruments,technology,semiconductors and other electronic components,dallas,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/texas-instruments/fortune500/
933,196,18408.9,91.7,3214.1,483.5,12531.2,15811.5,123,10640,123,steel dynamics,materials,metals,fort wayne,in,yes,no,no,yes,yes,no,yes,no,no,https://fortune.com/company/steel-dynamics/fortune500/
934,195,18471,2199.1,12202,,24669,69424.3,,2700,,moderna,health care,pharmaceuticals,cambridge,ma,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/moderna/fortune500/
935,191,18870.5,8.5,898.8,,14352.1,17888.1,-18,52000,-18,genuine parts,wholesalers,wholesalers: diversified,atlanta,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/genuine-parts/fortune500/
936,192,18746.1,6.6,838.3,,29254.3,12379,-22,49900,-22,westrock,materials,"packaging, containers",atlanta,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/westrock-2/fortune500/
937,193,18642,69,4664,,38236,69796,92,2800,92,eog resources,energy,"mining, crude-oil production",houston,tx,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/eog-resources/fortune500/
938,194,18507,11.1,2137,53.5,17852,47035,-9,330600,-9,cognizant technology solutions,technology,information technology services,teaneck,nj,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/cognizant-technology-solutions/fortune500/
939,187,19230,10.3,1405,181.6,387301,11271.6,-15,10848,-15,lincoln national,financials,"insurance: life, health (stock)",radnor,pa,no,yes,no,yes,no,yes,no,no,no,https://fortune.com/company/lincoln-national/fortune500/
940,190,18884,23.4,8687,35.5,37669,349330.5,11,24000,11,mastercard,business services,financial data services,purchase,ny,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/mastercard/fortune500/
941,189,18916.2,50.9,1722.6,1917.5,13640.3,31741.7,53,100000,53,ross stores,retailing,specialty retailers: apparel,dublin,ca,yes,no,no,yes,no,yes,yes,no,no,https://fortune.com/company/ross-stores/fortune500/
942,188,18996,56.9,5855,77.5,667270,159675.9,63,33400,63,charles schwab,financials,securities,westlake,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/charles-schwab/fortune500/
943,183,19433,21.8,938,,15054,7774.6,12,67000,12,kohl&#8217;s,retailing,general merchandisers,menomonee falls,wi,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/kohls/fortune500/
944,186,19263.1,13,373.9,135.9,13352.4,8513.1,-7,160100,-7,lear,motor vehicles & parts,motor vehicles & parts,southfield,mi,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/lear/fortune500/
945,185,19367,16.7,961.6,138.9,15505,11945.5,1,98200,1,jones lang lasalle,financials,real estate,chicago,il,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/jones-lang-lasalle/fortune500/
946,184,19374,19.6,5901,19.6,152648,116186.2,8,18400,8,blackrock,financials,securities,new york,ny,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/blackrock/fortune500/
947,179,19687,-4.9,2033,,57993,11533.4,-40,36000,-40,lumen technologies,telecommunications,telecommunications,monroe,la,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/centurylink/fortune500/
948,180,19534.7,10.8,193.1,,8925.4,4016.9,-12,14500,-12,avnet,wholesalers,wholesalers: electronics and office equipment,phoenix,az,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/avnet/fortune500/
949,181,19485,10.5,914,129.1,27579,9387.6,-14,88968,-14,tenet healthcare,health care,health care: medical facilities,dallas,tx,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/tenet-healthcare/fortune500/
950,182,19440,1.6,1814,-22.9,17837,41496.1,-24,45000,-24,kimberly-clark,household products,household and personal products,irving,tx,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/kimberly-clark/fortune500/
951,178,19698,-18.1,5674,-24.5,557191,77203.4,-58,58547,-58,pnc financial services group,financials,commercial banks,pittsburgh,pa,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/pnc-financial-services/fortune500/
952,175,19944.6,8.6,1864.4,-8.2,20666.7,65037.9,-13,61626,-13,sherwin-williams,chemicals,chemicals,cleveland,oh,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/sherwin-williams/fortune500/
953,177,19820,15.1,3143,55.9,34388,85681.3,-2,83000,-2,marsh & mclennan,financials,diversified financials,new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/marsh-mclennan/fortune500/
954,171,20444,281.8,2988,,18975,16891.2,330,26000,,cleveland-cliffs,materials,metals,cleveland,oh,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/cleveland-cliffs/fortune500/
955,173,20248,18.3,2092,139.4,53866,75749.1,4,75000,4,becton dickinson,health care,medical products and equipment,franklin lakes,nj,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/becton-dickinson/fortune500/
956,172,20275,108.1,4174,,17816,9832.3,138,24540,138,united states steel,materials,metals,pittsburgh,pa,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/united-states-steel/fortune500/
957,169,20613,18.1,1664,-16,26172,39127.4,2,58000,2,carrier global,industrials,industrial machinery,palm beach gardens,fl,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/carrier-global/fortune500/
958,170,20502,-1,-219,,35308,37410.2,-30,54000,-30,baker hughes,energy,"oil and gas equipment, services",houston,tx,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/baker-hughes/fortune500/
959,167,20724.4,15.1,382.4,1506.7,9828.9,5025.6,-2,30000,-2,manpowergroup,business services,temporary help,milwaukee,wi,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/manpowergroup/fortune500/
960,166,20820.8,12.7,988.6,25.4,13199.4,24140.2,-5,13900,-5,cdw,technology,information technology services,lincolnshire,il,no,yes,no,yes,no,yes,yes,no,no,https://fortune.com/company/cdw/fortune500/
961,168,20642,11.8,-102,,103327,29433.7,-8,26000,-8,pg&e,energy,utilities: gas and electric,san francisco,ca,no,yes,no,no,no,yes,yes,no,no,https://fortune.com/company/pge-corp/fortune500/
962,164,21780,5.8,1752,263.5,25243,17301.1,-23,38200,-23,international paper,materials,"packaging, containers",memphis,tn,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/international-paper/fortune500/
963,163,21804,11.6,6523,21.9,63525,171681.6,-10,32124,-10,union pacific,transportation,railroads,omaha,ne,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/union-pacific/fortune500/
964,162,21985,13,1783,64.9,20285,10101.2,-8,69000,-8,whirlpool,industrials,"electronics, electrical equip.",benton harbor,mi,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/whirlpool/fortune500/
965,165,21111,1.3,2475,-44.6,39523,94951.7,-27,6000,-27,altria group,"food, beverages & tobacco",tobacco,richmond,va,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/altria-group/fortune500/
966,161,22106,-0.2,4325,-9.5,157542,41812.8,-30,12447,-30,aflac,financials,"insurance: life, health (stock)",columbus,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/aflac/fortune500/
967,160,22390,9.1,2365,36.2,76578,23815.6,-18,18100,-18,hartford financial services group,financials,insurance: property and casualty (stock),hartford,ct,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/hartford-financial-services/fortune500/
968,159,22577.1,270,5857.4,460.3,41196.4,88907.2,295,3795,295,blackstone,financials,diversified financials,new york,ny,yes,no,no,yes,yes,no,yes,no,no,https://fortune.com/company/blackstone-group/fortune500/
969,154,23102.1,42.5,844.2,66.7,7028.1,13855.8,37,16877,37,c.h. robinson worldwide,transportation,transportation and logistics,eden prairie,mn,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/c-h-robinson-worldwide/fortune500/
970,155,23064,-5.6,6440,43.7,541241,75353.9,-36,51462,-36,truist financial,financials,commercial banks,charlotte,nc,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/bbt-corp/fortune500/
971,156,23063,34.1,5888,62.7,25825,116431.4,20,27000,20,applied materials,technology,semiconductors and other electronic components,santa clara,ca,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/applied-materials/fortune500/
972,157,22845,60.9,4306,618.9,48022,72360.8,58,24700,58,freeport-mcmoran,energy,"mining, crude-oil production",phoenix,az,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/freeport-mcmoran/fortune500/
973,153,23113,13.4,2393,-23.3,127534,76877,-7,27164,-7,southern,energy,utilities: gas and electric,atlanta,ga,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/southern/fortune500/
974,152,23222.9,20.9,7545.2,59.5,53854.3,183873.6,5,200000,5,mcdonald's,"hotels, restaurants & leisure",food services,chicago,il,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/mcdonalds/fortune500/
975,150,23714,-6,7963,60.6,573284,78929.8,-37,68796,-37,u.s. bancorp,financials,commercial banks,minneapolis,mn,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/u-s-bancorp/fortune500/
976,149,24021,21.3,2131,19.1,23710,29140.9,1,59900,1,cummins,industrials,industrial machinery,columbus,in,yes,no,no,yes,no,yes,yes,no,no,https://fortune.com/company/cummins/fortune500/
977,147,24105,10.3,12311,13.3,82896,480022.5,-14,21500,-14,visa,business services,financial data services,san francisco,ca,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/visa/fortune500/
978,148,24043.4,9.6,-90.9,,9335.4,488.1,-16,50000,-16,rite aid,food & drug stores,food and drug stores,camp hill,pa,no,yes,no,no,no,yes,yes,yes,no,https://fortune.com/company/rite-aid/fortune500/
979,144,25292,39.8,1430,,17590,7123.2,20,88857,20,macy's,retailing,general merchandisers,new york,ny,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/macys/fortune500/
980,145,24677,5.2,3908,183.8,169587,85967,-19,27605,-19,duke energy,energy,utilities: gas and electric,charlotte,nc,no,yes,no,yes,no,yes,yes,no,no,https://fortune.com/company/duke-energy/fortune500/
981,146,24634,60.4,-1964,,68175,15049.7,54,84100,54,united airlines holdings,transportation,airlines,chicago,il,yes,no,no,no,no,no,yes,no,no,https://fortune.com/company/united-continental-holdings/fortune500/
982,140,25979,2.2,5893,-18.9,61165,134700.8,-28,24200,-28,amgen,health care,pharmaceuticals,thousand oaks,ca,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/amgen/fortune500/
983,142,25554.7,25,1187.8,118.5,13464.6,7196.7,1,24797,1,penske automotive group,retailing,"automotive retailing, services",bloomfield hills,mi,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/penske-automotive-group/fortune500/
984,141,25844,26.7,1373,259.8,8943.6,6111.4,4,22200,4,autonation,retailing,"automotive retailing, services",fort lauderdale,fl,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/auto-nation/fortune500/
985,139,26042,-0.5,1012,184.3,93394,48248.6,-29,36000,-29,kraft heinz,"food, beverages & tobacco",food consumer products,chicago,il,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/kraft-heinz/fortune500/
986,137,26321.2,3.2,1327.9,-1,21721.8,36051.4,-26,136226,-26,dollar tree,retailing,specialty retailers: other,chesapeake,va,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/dollar-tree/fortune500/
987,136,26492,24.7,1444,-64.5,95209,210196.8,1,73541,1,salesforce,technology,computer software,san francisco,ca,yes,no,no,yes,yes,no,yes,no,yes,https://fortune.com/company/salesforce-com/fortune500/
988,138,26141.3,171.5,4666.5,133,264285.4,51542.9,178,3238,178,kkr,financials,securities,new york,ny,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/kkr/fortune500/
989,135,26772,60.5,2322,,75036,53160.2,48,11678,48,occidental petroleum,energy,"mining, crude-oil production",houston,tx,yes,no,no,yes,no,yes,no,no,no,https://fortune.com/company/occidental-petroleum/fortune500/
990,130,27253.4,80.3,231,,11641.4,2932.6,73,3418,73,pbf energy,energy,petroleum refining,parsippany,nj,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/pbf-energy/fortune500/
991,132,26992,0.9,149,,7525,2409.3,-25,28300,-25,united natural foods,wholesalers,wholesalers: food and grocery,providence,ri,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/united-natural-foods/fortune500/
992,129,27305,10.6,6225,4961,67952,74656.5,-13,14400,-13,gilead sciences,health care,pharmaceuticals,foster city,ca,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/gilead-sciences/fortune500/
993,131,27130.7,20.6,4430.1,79.7,33207.8,23413,-2,10753,-2,lennar,engineering & construction,homebuilders,miami,fl,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/lennar/fortune500/
994,126,27746,16.5,1836.6,144.2,22073.5,30414.2,-4,105000,-4,cbre group,financials,real estate,dallas,tx,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/cbre-group/fortune500/
995,127,27705,29.3,5861,118.1,58849,86977.2,8,43000,8,micron technology,technology,semiconductors and other electronic components,boise,id,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/micron-technology/fortune500/
