fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,name,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
777,362,9722,1.2,-648,-134,48999,35145.5,-44,12684,-44,public service enterprise group,energy,utilities: gas and electric,newark,nj,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/public-service-enterprise-group/fortune500/
778,361,9785.3,12.4,221.6,641.8,3536.6,3375.6,-16,17300,-16,owens & minor,health care,wholesalers: health care,mechanicsville,va,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/owens-minor/fortune500/
779,356,9910,21.3,1403,71.5,61891,22817.5,11,15000,11,raymond james financial,financials,securities,st. petersburg,fl,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/raymond-james-financial/fortune500/
780,354,10201,35.4,2607,227.1,17652,28315,33,9214,33,weyerhaeuser,materials,forest and paper products,seattle,wa,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/weyerhaeuser/fortune500/
781,355,10090.8,2,990.3,127,33215,5674.1,-49,9000,-49,altice usa,telecommunications,telecommunications,long island city,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/altice-usa/fortune500/
782,357,9903.6,12.6,383.5,188.5,5441.4,5931.8,-13,34000,-13,emcor group,engineering & construction,engineering & construction,norwalk,ct,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/emcor-group/fortune500/
783,351,10312.7,26.5,2530.2,297.2,116524.8,,18,3256,18,thrivent financial for lutherans,financials,"insurance: life, health (mutual)",minneapolis,mn,yes,no,no,yes,no,yes,no,no,no,https://fortune.com/company/thrivent-financial-for-lutherans/fortune500/
784,352,10279.7,6.5,1005.7,,27619,11631.8,-38,16300,-38,molson coors beverage,"food, beverages & tobacco",beverages,chicago,il,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/molson-coors-brewing/fortune500/
785,353,10240.7,13,952.8,171.4,19909.2,13965.9,-19,55600,-19,interpublic group,business services,"advertising, marketing",new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/interpublic-group/fortune500/
786,349,10476,23.6,857,79.3,15519,14450.1,6,14000,6,eastman chemical,chemicals,chemicals,kingsport,tn,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/eastman-chemical/fortune500/
787,350,10323,16.6,2099.1,11.3,26859.2,55409.4,-10,20750,-10,air products & chemicals,chemicals,chemicals,allentown,pa,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/air-products-chemicals/fortune500/
788,347,10627,37.7,1517,619,47612,40670.4,32,4783,32,williams,energy,pipelines,tulsa,ok,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/williams/fortune500/
789,344,10707,69.9,391,,13380,6993.2,98,1788,98,dcp midstream,energy,pipelines,denver,co,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/dcp-midstream/fortune500/
790,345,10690,-0.8,3060,182,182114,14411.6,-58,10500,-58,ally financial,financials,diversified financials,detroit,mi,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/ally-financial/fortune500/
791,348,10589,12.8,572,,14179,8902.4,-23,32000,-23,newell brands,household products,"home equipment, furnishings",atlanta,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/newell-brands/fortune500/
792,346,10648.2,45.8,-203.5,,6728,1500.2,51,3312,51,delek us holdings,energy,petroleum refining,brentwood,tn,yes,no,no,no,no,no,no,no,no,https://fortune.com/company/delek-us-holdings/fortune500/
793,341,10876.3,26.5,1590.8,32.2,14678.4,45130.1,8,90000,8,amphenol,technology,network and other communications equipment,wallingford,ct,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/amphenol/fortune500/
794,342,10788,14.3,1995,39.4,13611,16348.6,-18,44500,-18,quest diagnostics,health care,health care: pharmacy and other services,secaucus,nj,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/quest-diagnostics/fortune500/
795,340,10958,61.2,1165,1874.6,23641,96022.7,84,20199,84,booking holdings,technology,internet services and retailing,norwalk,ct,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/booking-holdings/fortune500/
796,343,10758,3.1,1283,18.9,45432,26181.6,-49,12395,-49,firstenergy,energy,utilities: gas and electric,akron,oh,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/firstenergy/fortune500/
797,335,11110,219.8,-1019,,38031,16564.6,340,49000,,caesars entertainment,"hotels, restaurants & leisure","hotels, casinos, resorts",reno,nv,no,no,yes,no,no,no,yes,no,no,https://fortune.com/company/eldorado-resorts/fortune500/
798,338,10981.7,-18.3,1556.1,-61.1,23877.3,30950.4,-110,9610,-110,biogen,health care,pharmaceuticals,cambridge,ma,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/biogen/fortune500/
799,339,10980.2,24,1318.4,59,32487.1,,2,6441,2,auto-owners insurance,financials,insurance: property and casualty (mutual),lansing,mi,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/auto-owners-insurance/fortune500/
800,337,10998,8.8,616.1,25,12194.2,12644.8,-36,54500,-36,advance auto parts,retailing,specialty retailers: other,raleigh,nc,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/advance-auto-parts/fortune500/
801,336,11036,-11.1,-439,,292262,12041.2,-92,10000,-92,equitable holdings,financials,"insurance: life, health (stock)",new york,ny,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/equitable-holdings/fortune500/
802,332,11142,13.8,3005,49.3,38493,68389.3,-25,18100,-25,norfolk southern,transportation,railroads,atlanta,ga,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/norfolk-southern/fortune500/
803,333,11141,15.3,-409,-989.1,32963,17172.1,-20,8450,-20,aes,energy,utilities: gas and electric,arlington,va,no,yes,no,no,no,no,yes,no,no,https://fortune.com/company/aes/fortune500/
804,330,11200.6,17.3,1033.2,100.4,14224.5,8081.8,-9,43000,-9,mohawk industries,household products,"home equipment, furnishings",calhoun,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/mohawk-industries/fortune500/
805,331,11184.7,1.2,1298.8,54.6,22195.6,16103.5,-48,18600,-48,conagra brands,"food, beverages & tobacco",food consumer products,chicago,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/conagra-brands/fortune500/
806,334,11138.3,21.7,897,110,9182.1,10885.3,-3,23300,-3,agco,industrials,construction and farm machinery,duluth,ga,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/agco/fortune500/
807,329,11295,11.2,1290.4,33.4,24955,41841.7,-32,35000,-32,republic services,business services,waste management,phoenix,az,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/republic-services/fortune500/
808,326,11400,21.8,398,,44351,15239.1,,6886,,liberty media,media,entertainment,englewood,co,no,no,no,yes,no,no,no,no,no,https://fortune.com/company/liberty-media/fortune500/
809,327,11386.2,18.5,908.8,0.1,12696.3,28089.2,-10,20000,-10,hormel foods,"food, beverages & tobacco",food consumer products,austin,mn,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/hormel-foods/fortune500/
810,328,11328,85,-518,,27746,15237.1,125,19536,125,icahn enterprises,financials,diversified financials,sunny isles beach,fl,yes,no,no,no,no,no,no,no,no,https://fortune.com/company/icahn-enterprises/fortune500/
811,323,11618.8,0.6,978.5,26.5,17121.5,10892.5,-52,69000,-52,davita,health care,health care: medical facilities,denver,co,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/davita/fortune500/
812,322,11656,129.3,270,-25.7,39658,33455.6,200,24000,,international flavors & fragrances,chemicals,chemicals,new york,ny,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/international-flavors-fragrances/fortune500/
813,321,11742.9,16.1,1118.5,-19.4,59454.2,23760.4,-21,12369,-21,entergy,energy,utilities: gas and electric,new orleans,la,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/entergy/fortune500/
814,324,11459.3,3.3,579,-17.1,49852.7,,-42,5739,-42,mutual of omaha insurance,financials,"insurance: life, health (stock)",omaha,ne,no,yes,no,yes,no,no,yes,no,yes,https://fortune.com/company/mutual-of-omaha-insurance/fortune500/
815,325,11410,13,1372.4,210.6,33911.5,10493.1,-23,15600,-23,assurant,financials,insurance: property and casualty (stock),new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/assurant/fortune500/
816,320,11778,57,2015,510.6,18459,15785.4,68,14550,68,westlake,chemicals,chemicals,houston,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/westlake-chemical/fortune500/
817,316,12030,-0.4,2693,11.3,314624,31891.8,-64,38784,-64,state street,financials,commercial banks,boston,ma,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/state-street-corp/fortune500/
818,317,12013.8,-8.7,824.2,3.9,70115.6,6382.8,-87,10200,-87,unum group,financials,"insurance: life, health (stock)",chattanooga,tn,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/unum-group/fortune500/
819,319,11888,19.9,1041,,32229,63310.2,-14,41000,-14,boston scientific,health care,medical products and equipment,marlborough,ma,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/boston-scientific/fortune500/
820,318,12004.1,34.9,1034.9,917.1,32268.7,11396.1,21,13313,21,alleghany,financials,insurance: property and casualty (stock),new york,ny,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/alleghany/fortune500/
821,314,12096,-5.7,-90.8,,14376.2,9655.5,-79,248300,-79,aramark,business services,diversified outsourcing services,philadelphia,pa,no,yes,no,no,no,no,yes,no,no,https://fortune.com/company/aramark/fortune500/
822,315,12077,5.5,-1274,-300.3,29683,10434.7,-41,5060,-41,vistra,energy,energy,irving,tx,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/vistra-energy/fortune500/
823,312,12152,30.9,429,,15025,16603.4,18,12200,18,alcoa,materials,metals,pittsburgh,pa,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/alcoa/fortune500/
824,313,12149,-2.5,753,-8.8,6238,,-70,28800,-70,peter kiewit sons',engineering & construction,engineering & construction,omaha,ne,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/peter-kiewit-sons/fortune500/
825,309,12206,139.8,2813,,21025,39274.1,211,1600,,devon energy,energy,"mining, crude-oil production",oklahoma city,ok,no,no,yes,yes,no,no,yes,no,no,https://fortune.com/company/devon-energy/fortune500/
826,310,12191,14.2,1006,-17.5,34427,12700.5,-20,11000,-20,warner bros. discovery,media,entertainment,new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/discovery/fortune500/
827,308,12222,6.3,1166,-58.8,40564,62968.1,-35,14400,-35,newmont,energy,"mining, crude-oil production",denver,co,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/newmont-mining/fortune500/
828,311,12168.3,26.3,760.8,50.3,6794.3,21052.9,4,33045,4,j.b. hunt transport services,transportation,"trucking, truck leasing",lowell,ar,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/j-b-hunt-transport-services/fortune500/
829,305,12357.4,42.3,1630.6,144.8,22036.4,24492.6,41,12525,41,mosaic,chemicals,chemicals,tampa,fl,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/mosaic/fortune500/
830,307,12293.4,28.3,1519.9,186.6,9041.7,7986.6,13,34300,13,dick's sporting goods,retailing,specialty retailers: other,coraopolis,pa,yes,no,no,yes,no,yes,yes,no,no,https://fortune.com/company/dicks-sporting-goods/fortune500/
831,304,12368,4.9,230,-55,15217,1598.6,-45,58500,-45,community health systems,health care,health care: medical facilities,franklin,tn,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/community-health-systems/fortune500/
832,302,12382,6.3,746,141.4,15827,16090.6,-37,33000,-37,textron,aerospace & defense,aerospace & defense,providence,ri,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/textron/fortune500/
833,301,12394,9.2,13608,140.1,26626,33641.9,-25,10800,-25,ebay,technology,internet services and retailing,san jose,ca,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/ebay/fortune500/
834,303,12373,21.7,1605,24.9,32208,,-8,50000,-8,jones financial (edward jones),financials,securities,des peres,mo,no,yes,no,yes,no,yes,no,no,yes,https://fortune.com/company/jones-financial/fortune500/
835,300,12396.4,26.9,348.9,,4975.1,1728.8,8,10200,8,sonic automotive,retailing,"automotive retailing, services",charlotte,nc,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/sonic-automotive/fortune500/
836,298,12522,18.3,3781,36.7,40531,81587.8,-6,20919,-6,csx,transportation,railroads,jacksonville,fl,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/csx/fortune500/
837,297,12642.1,9.4,991.6,5,13093.5,10843.1,-27,78850,-27,universal health services,health care,health care: medical facilities,king of prussia,pa,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/universal-health-services/fortune500/
838,296,12683,9.2,2146,62,50598,53748.2,-29,27500,-29,keurig dr pepper,"food, beverages & tobacco",beverages,burlington,ma,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/dr-pepper-snapple-group/fortune500/
839,294,12731.1,19.9,997.1,33.1,7767.5,26171.6,-3,34000,-3,tractor supply,retailing,specialty retailers: other,brentwood,tn,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/tractor-supply/fortune500/
840,293,12733.1,-0.1,1129.9,,21206.4,50548.4,-56,47000,-56,ecolab,chemicals,chemicals,st. paul,mn,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/ecolab/fortune500/
841,292,12784,9.5,1284,16.5,33521,39017.9,-28,60000,-28,baxter international,health care,medical products and equipment,deerfield,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/baxter-international/fortune500/
842,290,12814,129.4,-135,,7015,19549.5,193,21000,193,carvana,retailing,"automotive retailing, services",tempe,az,yes,no,no,no,yes,no,yes,no,no,https://fortune.com/company/carvana/fortune500/
843,291,12806,-21.2,336,205.5,8707,8356.9,-101,44700,-101,xpo logistics,transportation,transportation and logistics,greenwich,ct,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/xpo-logistics/fortune500/
844,288,12857,7.7,1317,-66.5,72045,53087.6,-33,15390,-33,sempra,energy,utilities: gas and electric,san diego,ca,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/sempra-energy/fortune500/
845,289,12846.4,32,2425,197.2,48448.9,20037.5,22,20300,22,markel,financials,insurance: property and casualty (stock),glen allen,va,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/markel/fortune500/
846,285,12980.2,15.9,486,9.1,12855.2,18779.5,-7,43700,-7,quanta services,engineering & construction,engineering & construction,houston,tx,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/quanta-services/fortune500/
847,286,12979,12.1,-560,-196.7,13858,15460.6,-17,26000,-17,crown holdings,materials,"packaging, containers",yardley,pa,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/crown-holdings/fortune500/
848,284,13022,10.4,1043,50.1,6592,26358,-26,23450,-26,w.w. grainger,wholesalers,wholesalers: diversified,lake forest,il,no,yes,no,yes,no,no,yes,no,yes,https://fortune.com/company/w-w-grainger/fortune500/
849,287,12909,4.9,2150,115.2,22926,21423.2,-40,9000,-40,fox,media,entertainment,new york,ny,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/fox/fortune500/
850,282,13175.6,-17.6,308.2,55.7,32774.9,21905.9,-88,26000,-88,rocket companies,financials,diversified financials,detroit,mi,no,yes,no,yes,no,no,yes,no,yes,https://fortune.com/company/rocket-companies/fortune500/
851,281,13221,2.1,5449,377.6,110242,31076.7,-48,16700,-48,discover financial services,financials,commercial banks,riverwoods,il,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/discover-financial-services/fortune500/
852,280,13248.3,59.2,60.8,-40.5,2831.2,927.1,81,2960,81,global partners,wholesalers,wholesalers: diversified,waltham,ma,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/global-partners/fortune500/
853,283,13088.5,12.6,1090.9,70.9,12606.2,12941.4,-17,46000,-17,lkq,wholesalers,wholesalers: diversified,chicago,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/lkq/fortune500/
854,277,13443,12.4,2760,79.9,175979,33213,-24,12000,-24,ameriprise financial,financials,diversified financials,minneapolis,mn,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/ameriprise-financial/fortune500/
855,276,13676,11.7,1346,22.3,63116,33525.3,-27,13871,-27,consolidated edison,energy,utilities: gas and electric,new york,ny,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/consolidated-edison/fortune500/
856,278,13431,16.5,1597,8.4,57851,39275.9,-6,11321,-6,xcel energy,energy,utilities: gas and electric,minneapolis,mn,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/xcel-energy/fortune500/
857,279,13327.6,14.8,2164.7,23.5,11718.7,45410.4,-11,76158,-11,o'reilly automotive,retailing,specialty retailers: other,springfield,mo,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/oreilly-automotive/fortune500/
858,273,13801.7,27.2,552.1,92.7,5749.4,2859.9,13,13711,13,group 1 automotive,retailing,"automotive retailing, services",houston,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/group-1-automotive/fortune500/
859,272,13811,17.2,878,50.1,19714,28909.1,-12,24300,-12,ball,materials,"packaging, containers",westminster,co,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/ball/fortune500/
860,274,13737,11.7,753,19.9,13261,14727.7,-26,43000,-26,leidos holdings,technology,information technology services,reston,va,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/leidos-holdings/fortune500/
861,275,13708,-3.1,-131,-170.8,4570,11641.6,-58,16681,-58,wayfair,retailing,internet services and retailing,boston,ma,no,yes,no,no,yes,no,yes,no,no,https://fortune.com/company/wayfair/fortune500/
862,271,13850,18.3,733,31.1,17882,7832.4,-10,47000,-10,berry global group,materials,"packaging, containers",evansville,in,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/berry-global-group/fortune500/
863,270,13857,31.1,1099,,25553,57514.9,23,120000,23,marriott international,"hotels, restaurants & leisure","hotels, casinos, resorts",bethesda,md,yes,no,no,yes,no,no,no,no,yes,https://fortune.com/company/marriott-international/fortune500/
864,269,13874,22.1,966,246.2,24689,44140.8,6,79000,6,iqvia holdings,health care,health care: pharmacy and other services,durham,nc,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/quintiles-ims-holdings/fortune500/
865,268,13877,10.6,417,163.9,82931,61215.1,-27,65000,-27,fidelity national information services,business services,financial data services,jacksonville,fl,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/fidelity-national-information-services/fortune500/
866,265,14044,-0.9,340,-71.8,16249,1807.4,-49,26745,-49,qurate retail,retailing,internet services and retailing,englewood,co,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/qurate-retail/fortune500/
867,266,13936,38.5,1102,,209486,,37,3861,37,pacific life,financials,"insurance: life, health (stock)",newport beach,ca,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/pacific-life/fortune500/
868,267,13926.9,26.2,1946.3,38.3,13352.6,10115.7,17,6182,17,pultegroup,engineering & construction,homebuilders,atlanta,ga,yes,no,no,yes,no,no,yes,no,yes,https://fortune.com/company/pultegroup/fortune500/
869,262,14092.6,3.8,477,-3,14632.6,17807.4,-37,53500,-37,jacobs solutions,engineering & construction,engineering & construction,dallas,tx,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/jacobs-engineering-group/fortune500/
870,264,14055,18.4,-366.8,,21740.7,,-8,11787,-8,farmers insurance exchange,financials,insurance: property and casualty (mutual),woodland hills,ca,no,yes,no,no,no,no,yes,no,yes,https://fortune.com/company/farmers-insurance-exchange/fortune500/
871,263,14082,24.6,1906,272.3,30154,31212.8,14,61200,14,corning,industrials,"electronics, electrical equip.",corning,ny,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/corning/fortune500/
872,261,14093.3,59.9,1413,282.8,9536,11313.5,82,13950,82,reliance steel & aluminum,materials,metals,los angeles,ca,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/reliance-steel-aluminum/fortune500/
873,260,14112.4,-13.9,173.2,,11734,10856.5,-71,51000,-71,aecom,engineering & construction,engineering & construction,dallas,tx,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/aecom/fortune500/
874,259,14156.8,-10.9,-440.2,,7279.6,4051.7,-63,40582,-63,fluor,engineering & construction,engineering & construction,irving,tx,no,yes,no,no,no,no,no,no,no,https://fortune.com/company/fluor/fortune500/
875,257,14218,-11.8,3288,,99590,68883,-64,17100,-64,dominion energy,energy,utilities: gas and electric,richmond,va,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/dominion-resources/fortune500/
876,258,14181,3,1488,18.9,18178,21890.2,-36,31000,-36,kellogg,"food, beverages & tobacco",food consumer products,battle creek,mi,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/kellogg/fortune500/
877,254,14298,12.1,1246,37.5,12279,32700.9,-18,70000,-18,otis worldwide,industrials,industrial machinery,farmington,ct,no,yes,no,yes,no,yes,yes,no,no,https://fortune.com/company/otis-worldwide/fortune500/
878,256,14262.7,-3.2,1710.6,22.6,304657.2,19176.7,-50,18600,-50,principal financial,financials,"insurance: life, health (stock)",des moines,ia,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/principal-financial/fortune500/
879,255,14289.4,8.5,1407.8,48.9,28421.8,17565.7,-26,71700,-26,omnicom group,business services,"advertising, marketing",new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/omnicom-group/fortune500/
880,253,14347.6,4.8,1746.1,44.7,20341.2,36456.8,-30,54640,-30,parker-hannifin,industrials,industrial machinery,cleveland,oh,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/parker-hannifin/fortune500/
881,252,14455,15,2694,27.7,16077,65311.9,-12,45000,-12,illinois tool works,industrials,industrial machinery,glenview,il,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/illinois-tool-works/fortune500/
882,251,14611.9,11.8,734.5,82.2,36316.4,,-19,13590,-19,american family insurance group,financials,insurance: property and casualty (stock),madison,wi,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/american-family-insurance-group/fortune500/
883,249,14629.6,15.8,2170.3,25.2,14516.2,40582.6,-11,85050,-11,autozone,retailing,specialty retailers: other,memphis,tn,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/autozone/fortune500/
884,250,14626.2,45.6,3908.5,73.6,15892.2,74996.7,54,14100,54,lam research,technology,semiconductors and other electronic components,fremont,ca,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/lam-research/fortune500/
885,248,14643,119,2118,,36811,60728.3,180,1932,180,pioneer natural resources,energy,"mining, crude-oil production",irving,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/pioneer-natural-resources/fortune500/
886,245,14789,38,178,,8869,4321.3,44,72000,44,nordstrom,retailing,general merchandisers,seattle,wa,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/nordstrom/fortune500/
887,246,14657,16.5,1578,,81626,15971.3,-7,10340,-7,loews,financials,insurance: property and casualty (stock),new york,ny,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/loews/fortune500/
888,247,14647.8,8,288.8,1128.5,90419.7,,-20,9150,-20,guardian life ins. co. of america,financials,"insurance: life, health (mutual)",new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/guardian-life-ins-co-of-america/fortune500/
889,244,14838,46,537,7.4,16575,9335,51,49300,51,borgwarner,motor vehicles & parts,motor vehicles & parts,auburn hills,mi,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/borgwarner/fortune500/
890,241,15295,5.9,1457,,22321,34028.9,-30,40000,-30,halliburton,energy,"oil and gas equipment, services",houston,tx,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/halliburton/fortune500/
891,242,15005.4,2.8,2598.5,5.4,48772.5,95577.1,-34,56000,-34,automatic data processing,business services,diversified outsourcing services,roseland,nj,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/adp-2/fortune500/
892,243,14905,9.8,759,2.7,74745,26693.8,-17,13003,-17,edison international,energy,utilities: gas and electric,rosemead,ca,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/edison-international/fortune500/
893,240,15318.8,61.2,396.9,2.8,4048.2,4888.6,82,10430,82,murphy usa,retailing,specialty retailers: other,el dorado,ar,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/murphy-usa/fortune500/
894,236,15752,-4.4,4221,204.8,95748,18145.5,-49,18000,-49,synchrony financial,financials,diversified financials,stamford,ct,no,yes,no,yes,no,no,yes,no,yes,https://fortune.com/company/synchrony-financial/fortune500/
895,237,15655,10.1,1759,158.3,42344,41774.9,-23,21000,-23,corteva,"food, beverages & tobacco",food production,indianapolis,in,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/corteva/fortune500/
896,239,15369,26.2,907,-33.7,39719,25614.6,11,10300,11,dte energy,energy,utilities: gas and electric,detroit,mi,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/dte-energy/fortune500/
897,234,15790,74.5,977,,36320,27129.3,102,55093,102,southwest airlines,transportation,airlines,dallas,tx,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/southwest-airlines/fortune500/
898,232,15916.4,14.1,287.4,8.5,9560,,-13,9000,-13,land o'lakes,"food, beverages & tobacco",food consumer products,arden hills,mn,no,yes,no,yes,no,yes,no,no,no,https://fortune.com/company/land-olakes/fortune500/
899,235,15785,22.7,4822,-8.3,27241,215280.5,-1,25988,-1,adobe,technology,computer software,san jose,ca,no,yes,no,yes,no,no,yes,no,yes,https://fortune.com/company/adobe-systems/fortune500/
900,233,15864,69.5,-2343,,39258,35272.3,95,1550,95,cheniere energy,energy,pipelines,houston,tx,yes,no,no,no,no,no,yes,no,no,https://fortune.com/company/cheniere-energy/fortune500/
901,229,16158,-4.6,3759,3.9,444438,40056.7,-49,49100,-49,bank of new york mellon,financials,commercial banks,new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/bank-of-new-york-mellon-corp/fortune500/
902,228,16215,13.4,2870,319.6,21971,97672.1,-15,53320,-15,estée lauder,household products,household and personal products,new york,ny,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/estee-lauder/fortune500/
903,230,16120.9,15.3,2377.3,52.8,20385.4,24625.8,-12,71725,-12,laboratory corp. of america,health care,health care: pharmacy and other services,burlington,nc,no,yes,no,yes,no,no,yes,no,no,https://fortune.com/company/laboratory-corp-of-america/fortune500/
904,227,16226,9.3,1334,39.2,76249,66132.8,-22,44000,-22,fiserv,business services,financial data services,brookfield,wi,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/fiserv/fortune500/
905,220,16670,20.8,256,,12761,5206.6,1,97000,1,gap,retailing,specialty retailers: apparel,san francisco,ca,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/gap/fortune500/
906,222,16658,14.1,617,48.7,92175,7354.6,-15,3500,-15,reinsurance group of america,financials,"insurance: life, health (stock)",chesterfield,mo,no,yes,no,yes,no,yes,no,no,no,https://fortune.com/company/reinsurance-group-of-america/fortune500/
907,223,16610,42,1784,1399.2,70416,42878.1,39,10529,39,kinder morgan,energy,pipelines,houston,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/kinder-morgan/fortune500/
